"category","file","varnm","label"
"Accountability","Gap","novice_percentage","Percentage of students within the demographic group with novice scores in reading
and/or mathematics (must have minimum of 10 for the prior year to have a target)"
"Accountability","Gap","novice_reduction","Annual novice reduction targets in reading and mathematics are created for individual student groups including: ethnicity/race (African American, Hispanic, Native American), Special Education, Poverty (free/reduced-price meals) and Limited English Proficiency (English Learners) and non-duplicated gap group. Points are awarded based on percent of target met. Accountability is based on students enrolled a full academic year (100 days)."
"Accountability","Gap","novice_reduction","Decrease of the novice by 10% each year to set annual targets.  Annual targets will be recalculated each year."
"Accountability","Gap","performance_type","NAPD Calculation equals the Proficient/Distinguished percentages for the gap group. Points are the weighted points used for accountability calculations."
"Accountability","Gap","points_by_content_area","Points are awarded based on percent of target met."
"Accountability","Gap","reading","Average Student Performance (proficient/distinguished percentage or points) in reading"
"Accountability","Gap","reduction_target_needed","Approximately 10% of the percent novice"
"Accountability","Gap","science","Average Student Performance (proficient/distinguished percentage or points) in science"
"Accountability","Gap","score","50% of the novice reduction score"
"Accountability","Gap","social_studies","Average Student Performance (proficient/distinguished percentage or points) in social studies"
"Accountability","Gap","total_points","Points come from the NAPD Calculation multiplied by the equal weight of content areas: reading, mathematics, science, social studies are 20% and writing/language mechanics is 20% (writing 16% and language mechanics 4%). If content area data is not available weights are redistributed proportionally."
"Accountability","Gap","weighted_score","If school has non-duplicated gap group score and novice reduction score, the weighted score is 50% of the novice reduction score.  If the school does not have one of the two, the weighted score will equal the novice reduction score."
"Accountability","Gap","writing","Average Student Performance (proficient/distinguished percentage or points) in writing on demand"
"Accountability","Graduation Rate","5-year_adjusted_cohort_graduation_rate","The five-year adjusted cohort graduation rate is used in accountability calculations. The rate is based on the students that should have graduated last year but took 5 years or less."
"Accountability","Graduation Rate","level","All students (disaggregated numbers in data sets)"
"Accountability","Growth","category","Label within the School Report Card, Accountability Growth tab."
"Accountability","Growth","combined_reading_and_mathematics_percent_making_typical_or_higher_annual_growth","Combined reading and mathematics Growth Points Total"
"Accountability","Growth","level","School level reported: elementary, middle or high school"
"Accountability","Growth","mathematics_percent_making_typical_or_higher_annual_growth","Mathematics Percent Making Typical or Higher Annual Growth"
"Accountability","Growth","number_tested","Number of students tested. Asterisks indicates suppression required by FERPA."
"Accountability","Growth","reading_percent_making_typical_or_higher_annual_growth","Reading Percent Making Typical or Higher Annual Growth"
"Accountability","Next Generation Learners","achievement","Reports student performance in the five content areas of reading, mathematics, science, social studies, writing (also on-demand language mechanics). Basis of points awarded is the NAPD calculation's arbitrary ranking system of Novice, Apprentice, Proficient/Distinguished. Students must be enrolled a full academic year (100 days or more) in order to be considered."
"Accountability","Next Generation Learners","college_and_career_readiness","Reflects students' college and/or career preparedness based on test scores and certifications earned. Measured by EXPLORE scores for middle school and ACT benchmarks, college placement tests, and career measures for high school. Students must be enrolled a full academic year (100 days or more) in order to be considered."
"Accountability","Next Generation Learners","gap","Grouping of students mandated by federal guidelines; i.e. African-American, Hispanic, Native American, students with disabilities, poverty (students qualifying for free/reduced-price lunch), and English Learners, assigned arbitrary performance levels of Novice, Apprentice, Proficient, and Distinguished. Students must be enrolled a full academic year (100 days or more) in order to be considered."
"Accountability","Next Generation Learners","graduation_rate","Reporting of how many students graduate within four years of high school."
"Accountability","Next Generation Learners","growth","Student Growth Percentile when compared to an individual student's score to the student's academic peers using two years of test scores. Reported solely from the grade levels 4-8 and 11 on the subjects of reading and mathematics.  Students must be enrolled a full academic year (100 days or more) to be considered."
"Accountability","Next Generation Learners","napd_calculation","Derived from the formula: Novice = 0; Apprentice = .5; Proficient/Distinguished = 1 (Bonus of .5 is added if there are more distinguished than novice)."
"Accountability","Next Generation Learners","number_of_students_accountable_100_days_enrolled","Count of students enrolled for a minimum of 100 days that completed a specific test. Asterisks indicates suppression required by FERPA."
"Accountability","Next Generation Learners","overview_table","Totaled by the Points and Weighted score of the categories Achievement, Gap, Growth, College and Career Readiness, Graduation Rate, and sum of the aforementioned categories' weighted score."
"Accountability","Next Generation Learners","percent_apprentice","Percent of the Number of Students Accountable 100 days enrolled which can be categorized as Apprentice.  Apprentice classification is determined by the NAPD calculation."
"Accountability","Next Generation Learners","percent_bonus","Percentage points added (.5) to the NAPD calculation if there are more students which test at the distinguished performance level versus the novice performance level."
"Accountability","Next Generation Learners","percent_distinguished","Percent of the Number of Students Accountable 100 days enrolled which can be categorized as Distinguished.  Distinguished classification is determined by the NAPD calculation."
"Accountability","Next Generation Learners","percent_novice","Percent of the Number of Students Accountable 100 days enrolled which can be categorized as Novice. Novice classification is determined by the NAPD calculation."
"Accountability","Next Generation Learners","percent_proficient","Percent of the Number of Students Accountable 100 days enrolled which can be categorized as Proficient. Proficient classification is determined by the NAPD calculation."
"Accountability","Next Generation Learners","percent_proficient/distinguished","Combined percentages of students classified as Proficient and Distinguished."
"Accountability","Program Review Accountability","arts_and_humanities_total_points","Sum of the four standard scores for a total score in the Program Review content area of Arts and Humanities. Total score is a single number ranging between 0-12."
"Accountability","Program Review Accountability","level","School level reported: elementary, middle or high school"
"Accountability","Program Review Accountability","practical_living_and_career_studies_total_points","Sum of the four standard scores for a total score in the Program Review content area of Practical Living and Career Studies. Total score is a single number ranging between 0-12."
"Accountability","Program Review Accountability","program_review_total_points","Sum of the four standard scores for a total score for all content areas. Total score is a single number ranging between 0-12."
"Accountability","Program Review Accountability","program_review_total_score","The Program Review Total Score is calculated using Total Points divided by 24 with a maximum score of 100. Twenty-four points is the number required to be Proficient."
"Accountability","Program Review Accountability","total_score","The Program Review Total Score is calculated using Total Points divided by 24 or 32 if Primary (K-3) is included with a maximum score of 100. Twenty-four points is the number required to be Proficient."
"Accountability","Program Review Accountability","writing_total_points","Sum of the four standard scores for a total score in the Program Review content area. Total score is a single number ranging between 0-12."
"Assessment","ACT","act","The ACT is a college entrance exam taken by  Kentucky high school juniors. The subjects tested are English, mathematics, reading and science. The number of students listed in the assessment results reflects students tested at a school. This number may differ from the accountability tab. Schools must test all students, but are accountable only for students enrolled a full academic year (100 days or more) or more)."
"Assessment","ACT","act_11_average_score","Average score of the students administered the ACT Grade 11 examination for each subject: English, mathematics, reading, science and Overall Composite."
"Assessment","ACT","act_11_benchmarks","Percent of students meeting the Kentucky Council on Postsecondary Education's (CPE's) college readiness benchmarks on the ACT (18 on English, 19 on mathematics, 20 on reading)."
"Assessment","ACT","number_of_students","Count of students tested. Asterisks indicates suppression required by FERPA."
"Assessment","ACT","overall_composite","Averaged composite score of all subject areas for all students administered the ACT Grade 11 examination."
"Assessment","ACT","percent_meeting_english_benchmarks","Percent of students meeting the Kentucky Council on Postsecondary Education's (CPE')s college readiness benchmark of 18."
"Assessment","ACT","percent_meeting_mathematics_benchmarks","Percent of students meeting the Kentucky Council on Postsecondary Education's (CPE')s college readiness benchmark  of 19."
"Assessment","ACT","percent_meeting_reading_benchmarks","Percent of students meeting the Kentucky Council on Postsecondary Education's (CPE')s college readiness benchmark  of 20."
"Assessment","ACT","percent_meeting_science_benchmarks","Percent of students meeting the Kentucky Council on Postsecondary Education's (CPE')s college readiness benchmark of 18."
"Assessment","K-PREP","enrollment","Number of students enrolled"
"Assessment","K-PREP","kentucky_performance_rating_for_educational_progress_(k-prep)","K-PREP tests are blended norm-referenced and criterion-referenced measures that provide national percentiles and student performance levels of Novice, Apprentice, Proficient and Distinguished. Tests are given in grades 3-8 in reading, mathematics, science, social studies and writing. On-demand writing is also administered in grades 10 and 11. The number of students listed in the assessment results reflects students tested at a school. This number may differ from the accountability tab. Schools must test all students, but are accountable only for students enrolled a full academic year (100 days or more)."
"Assessment","K-PREP","level","All Students. Can be drilled down to disaggregated groups: gender, race, migrant, English Learners, free/reduced-price meals, disability and Non Duplicated Gap Group."
"Assessment","K-PREP","number_tested","Number of students tested. Asterisks indicates suppression required by FERPA."
"Assessment","K-PREP","participation_rate","Number of students tested divided by number of students enrolled times 100."
"Assessment","K-PREP","percent_apprentice","Percentage of students testing at the Apprentice level."
"Assessment","K-PREP","percent_distinguished","Percentage of students testing at the Distinguished level."
"Assessment","K-PREP","percent_novice","Percentage of students testing at the Novice level."
"Assessment","K-PREP","percent_proficient","Percentage of students testing at the Proficient level."
"Assessment","K-PREP","percent_proficient/distinguished","Percentage of students testing at or above the Proficient level."
"Assessment","K-PREP End-Of-Course","enrollment","Number of students enrolled"
"Assessment","K-PREP End-Of-Course","k-prep_end-of-course","State-required End-of-Course exams in English II, Algebra II, Biology and U.S. History are administered at the conclusion of coursework. Students receive a scale score and the performance level of Novice, Apprentice, Proficient or Distinguished. The number of students listed in the assessment results reflects students tested at a school. This number may differ from the accountability tab. Schools must test all students, but are accountable only for students enrolled a full academic year (100 days or more)."
"Assessment","K-PREP End-Of-Course","number_tested","Count of students tested. Asterisks indicates suppression required by FERPA."
"Assessment","K-PREP End-Of-Course","participation_rate","Number of students tested divided by number of students enrolled times 100"
"Assessment","K-PREP End-Of-Course","percent_apprentice","Percentage of students testing at the Apprentice level."
"Assessment","K-PREP End-Of-Course","percent_distinguished","Percentage of students testing at the Distinguished level."
"Assessment","K-PREP End-Of-Course","percent_novice","Percentage of students testing at the Novice level."
"Assessment","K-PREP End-Of-Course","percent_proficient","Percentage of students testing at the Proficient level."
"Assessment","K-PREP End-Of-Course","percent_proficient/distinguished","Percentage of students testing at or above the Proficient level."
"Assessment","K-SCREEN","composite","The percentage of students who scored ready or not ready on the common kindergarten entry screener."
"Assessment","K-SCREEN","domain","The percentage of students who scored below average, average, and above average in the domains of academic/cognitive, language development, and physical development on the common kindergarten entry screener."
"Assessment","K-SCREEN","self-help_and_social-emotional","The percentage of students who scored below average, average, and above average in the domains of self-help and social-emotional skills on the common kindergarten entry screener. This portion of the screener is completed by parents and does not figure into kindergarten readiness results."
"Assessment","NAEP","%__at_basic","Basic is one of the three NAEP achievement levels, denoting partial mastery of prerequisite knowledge and skills that are fundamental for proficient work at each grade assessed. Performance standards are set by the National Assessment Governing Board and provide a context for interpreting student performance on NAEP, based on recommendations from panels of educators and members of the public."
"Assessment","NAEP","%__at_proficient","Proficient is one of the three NAEP achievement levels, representing solid academic performance for each grade assessed. Students reaching this level have demonstrated competency over challenging subject matter, including subject-matter knowledge, application of such knowledge to real-world situations, and analytical skills appropriate to the subject matter. Performance standards are set by the National Assessment Governing Board and provide a context for interpreting student performance on NAEP, based on recommendations from panels of educators and members of the public."
"Assessment","NAEP","%__below_basic","NAEP reports the proportion of students whose scores place them below the Basic achievement level. Basic is one of the three NAEP achievement levels, denoting partial mastery of prerequisite knowledge and skills that are fundamental for proficient work at each grade assessed. Performance standards are set by the National Assessment Governing Board and provide a context for interpreting student performance on NAEP, based on recommendations from panels of educators and members of the public."
"Assessment","NAEP","%_at_advanced","Advanced is one of the three NAEP achievement levels, denoting superior performance at each grade assessed.  Performance standards are set by the National Assessment Governing Board and provide a context for interpreting student performance on NAEP, based on recommendations from panels of educators and members of the public."
"Assessment","NAEP","at_advanced","Advanced is one of the three NAEP achievement levels, denoting superior performance at each grade assessed.  Performance standards are set by the National Assessment Governing Board and provide a context for interpreting student performance on NAEP, based on recommendations from panels of educators and members of the public."
"Assessment","NAEP","at_basic","Basic is one of the three NAEP achievement levels, denoting partial mastery of prerequisite knowledge and skills that are fundamental for proficient work at each grade assessed. Performance standards are set by the National Assessment Governing Board and provide a context for interpreting student performance on NAEP, based on recommendations from panels of educators and members of the public."
"Assessment","NAEP","at_proficient","Proficient is one of the three NAEP achievement levels, representing solid academic performance for each grade assessed. Students reaching this level have demonstrated competency over challenging subject matter, including subject-matter knowledge, application of such knowledge to real-world situations, and analytical skills appropriate to the subject matter. Performance standards are set by the National Assessment Governing Board and provide a context for interpreting student performance on NAEP, based on recommendations from panels of educators and members of the public."
"Assessment","NAEP","below_basic","NAEP reports the proportion of students whose scores place them below the Basic achievement level. Basic is one of the three NAEP achievement levels, denoting partial mastery of prerequisite knowledge and skills that are fundamental for proficient work at each grade assessed. Performance standards are set by the National Assessment Governing Board and provide a context for interpreting student performance on NAEP, based on recommendations from panels of educators and members of the public."
"Assessment","NAEP","national_assessment_of_educational_progress_(naep)","NAEP is administered periodically to students using a sample of schools and districts. It reports student achievement by grade and student group. The subjects and grade levels change each year. The number of students listed in the Assessment results reflects students tested at a school. This number may differ from the Accountability tab. Schools must test all students, but are only accountable for students enrolled a full academic year (100 days or more)."
"Assessment","NAEP","sd/ell","Students with Disabilities (SD) may need specially designed instruction to meet learning goals. Students with a disability usually have an Individualized Education Plan (IEP). Students with disabilities are often referred to as special education students and may be classified by their school as learning disabled (LD) or emotionally disturbed (ED). The goal of NAEP is that students who are capable of participating meaningfully in the assessment are assessed, but some students with disabilities selected by NAEP may not participate, even with the accommodations provided. More recently in NAEP, students with limited English proficiency (LEP) are termed English Learners (EL). ELL is a  term used to describe students who are in the process of acquiring English language skills and knowledge."
"Assessment","NRT","grade_level","Student grade level. NRT tested in grades 3-8."
"Assessment","NRT","language_mechanics","Student’s national percentile for language mechanics exam."
"Assessment","NRT","mathematics","Student’s national percentile for mathematics exam."
"Assessment","NRT","reading","Student’s national percentile for reading exam."
"Assessment","NRT","science","Student’s national percentile for science exam."
"Assessment","NRT","social_studies","Student’s national percentile for social studies exam."
"Assessment","NRT","stanford_achievement_test_(sat_10)_percentiles","SAT 10 is the norm-referenced portion of the K-PREP blended norm-referenced and criterion-referenced tests. SAT 10 allows comparisons of a student’s performance to the performance of other students in national normed groups and produces a national percentile for individual students. The number of students listed in the Assessment results reflects students tested at a school. This number may differ from the Accountability tab. Schools must test all students, but are only accountable for students enrolled a full academic year (100 days or more)."
"Assessment","Other Tests","advanced_placement","The Advanced Placement Program is governed by the College Board.  Over 30 college-level courses are offered at local high schools; college credit may be available when students receive high scores on the final assessment.  Assessment results are reported in this section."
"Assessment","Other Tests","advanced_placement_number_of_exams_taken","Total number of College Board Advanced Placement tests given regardless of final score."
"Assessment","Other Tests","advanced_placement_number_of_exams_with_scores_3-5","Number of students that received a 3, 4, or 5 on College Board Advanced Placement tests at the school, district and state."
"Assessment","Other Tests","advanced_placement_number_of_test_takers","Number of students that took the College Board Advanced Placement test at the school, district and state level."
"Assessment","Other Tests","advanced_placement_percent_of_exams_with_scores_3-5","Percentage of students receiving a 3, 4, or 5 on the College Board Advanced Placement when comparing to total number of exams taken."
"Assessment","Other Tests","advanced_placement_percent_of_total_test_takers","Calculated percentage of total test takers.  All students will always be 100%; disaggregated data will be percent of that grouping. Percent of test takers is not based on course enrollment."
"Career and Technical Education","CTE Specific College and Career Readiness","%_of_cte_preparatory_students_college_and/or_career_ready","Percentage of students listed in the total preparatory enrollments that were either college ready, career ready or College and Career Ready. If the student met more than one of these measures, the student would count only once in this calculation."
"Career and Technical Education","CTE Specific College and Career Readiness","career_ready_total","Number of graduating preparatory students who met both the career ready academic and career ready technical measures."
"Career and Technical Education","CTE Specific College and Career Readiness","career_ready-career_ready_academic-asvab","Number of graduating preparatory students who met the benchmark on the Armed Services Vocational Aptitude Battery assessment."
"Career and Technical Education","CTE Specific College and Career Readiness","career_ready-career_ready_academic-workkeys","Number of graduating preparatory students that met the benchmark on the WorkKeys assessment ."
"Career and Technical Education","CTE Specific College and Career Readiness","career_ready-career_ready_technical-kossa","Number of graduating preparatory students that earned a Kentucky Occupational Skills Standards Assessment certificate aligned to the pathway in which the student was preparatory."
"Career and Technical Education","CTE Specific College and Career Readiness","career_ready-career_ready-technical-industry_certification","Number of graduating preparatory students that earned an industry certification aligned to the pathway in which the student was preparatory."
"Career and Technical Education","CTE Specific College and Career Readiness","college_ready","Number of graduating preparatory students that met college readiness requirements."
"Career and Technical Education","CTE Specific College and Career Readiness","number_of_preparatory_students_both_college_and_career_ready","Number of graduating preparatory students that were college ready and met the career ready technical measure."
"Career and Technical Education","CTE Specific College and Career Readiness","total_cte_senior_enrollments","Number of graduating seniors enrolled in pathway(s) at the school, according to the Technical Education Database System (TEDS) data."
"Career and Technical Education","CTE Specific College and Career Readiness","total_cte_senior_enrollments","Number of graduating seniors enrolled in pathway(s) at the school, according to the Technical Education Database System (TEDS) data."
"Career and Technical Education","CTE Specific College and Career Readiness","total_senior_preparatory_enrollments","Number of graduating seniors enrolled in pathway(s) at the school, according to the Technical Education Database System (TEDS) data, that have met the requirements of preparatory status in the pathway(s)."
"Career and Technical Education","CTE Specific College and Career Readiness","total_senior_preparatory_enrollments","Number of graduating seniors enrolled in pathway(s) at the school, according to the Technical Education Database System (TEDS) data, that have met the requirements of preparatory status in the pathway(s)."
"Career and Technical Education","Career Pathways","career_pathway","Career Pathways are systemic frameworks for transforming our educational institutions by addressing the needs of students and employers across the learning continuum.
A program of studies for each career pathway is a coherent, articulated sequence of rigorous academic and career/technical courses including dual credit opportunities, leading to postsecondary degrees and industry-recognized certifications and/or licensures. Career Pathways are developed, implemented and maintained in partnership among secondary and postsecondary institutions, business and employers. They are available to all students."
"Career and Technical Education","Career Pathways","total_enrollments","The total of active enrollments during the academic year in the Technical Education Data System."
"Career and Technical Education","Career Pathways","total_kossa_and_industry_certifications_earned","The total combined number of industry certifications and Kentucky Occupational Skills Standards Assessment earned during the academic year in the Technical Education Data System."
"Career and Technical Education","Perkins","number_of_students_meeting_benchmark","Total number of students that met the benchmark set by the performance measure."
"Career and Technical Education","Perkins","performance_goal","This is a determination of met or not met for the school for the state goal that was set for the Performance Measure.  Performance goals can be found at the following URL: http://education.ky.gov/CTE/Pages/Perkins.aspx"
"Career and Technical Education","Perkins","performance_measure","There are eight performance measures for Perkins accountability. Information on each goal can be found at the following URL: http://education.ky.gov/CTE/Pages/Perkins.aspx"
"Career and Technical Education","Perkins","total_accountable_enrollments","Number of students the school was held accountable on for each performance measure."
"Data Set","Data Set Identifier","coop","Regional identifier of Kentucky Education Cooperative Network associated with school and district. Map of regions available at http://education.ky.gov/specialed/excep/Documents/Special%20Education%20Service%20Regions.pdf"
"Data Set","Data Set Identifier","coop_code","Numeric identifier for Cooperative"
"Data Set","Data Set Identifier","county_name","The name of the county where the school and district are located."
"Data Set","Data Set Identifier","county_number","The relevant county code for the school or district."
"Data Set","Data Set Identifier","district_name","The name of the applicable district."
"Data Set","Data Set Identifier","district_number","The three-digit code assigned by the Kentucky Department of Education to identify district."
"Data Set","Data Set Identifier","nces_id","Unique identifier assigned by National Center for Education Statistics."
